ID	CHOICE	TAXI_TT	TAXI_COST	TRANSIT_TT	INTL	TRANSIT_COST	FREE_COST	av1	av2	av3	av4
62	1	46.912685016666664	68.04205471	65.05	0.0	7.75	0	1	1	1	0
63	1	46.912685016666664	68.04205471	65.05	0.0	7.75	0	1	1	1	0
64	1	38.70357143333333	68.93829116	81.0	0.0	7.75	0	1	1	1	0
65	1	38.70357143333333	68.93829116	81.0	0.0	7.75	0	1	1	1	0
66	1	29.3475862	68.65013682	96.0	1.0	7.75	0	1	1	1	0
67	1	39.87602955	68.49460435	74.75	1.0	7.75	0	1	1	1	0
68	1	39.87602955	68.49460435	74.75	1.0	7.75	0	1	1	1	0
69	1	39.87602955	68.49460435	74.75	1.0	7.75	0	1	1	1	0
70	1	39.87602955	68.49460435	74.75	0.0	7.75	0	1	1	1	0
71	1	37.28069836666667	68.68188962	77.38333333333334	0.0	7.75	0	1	1	1	0
72	1	33.01922141666667	52.32345148	64.75	0.0	7.75	0	1	1	1	0
73	1	46.380616383333326	68.28061554	50.016666666666666	0.0	7.75	0	1	1	1	0
74	1	46.380616383333326	68.28061554	50.016666666666666	1.0	7.75	0	1	1	1	0
75	1	46.380616383333326	68.28061554	50.016666666666666	0.0	7.75	0	1	1	1	0
76	1	38.82397003333333	64.11250404	77.08333333333333	0.0	7.75	0	1	1	1	0
77	1	33.58475176666666	52.9011677	66.5	1.0	7.75	0	1	1	1	0
78	1	32.313756616666666	47.06751005	75.93333333333334	1.0	7.75	0	1	1	1	0
79	1	32.313756616666666	47.06751005	75.93333333333334	1.0	7.75	0	1	1	1	0
80	1	47.26057888333333	63.6171793	72.18333333333334	1.0	7.75	0	1	1	1	0
81	1	47.26057888333333	63.6171793	72.18333333333334	0.0	7.75	0	1	1	1	0
82	1	47.26057888333333	63.6171793	72.18333333333334	1.0	7.75	0	1	1	1	0
83	1	28.172507116666665	44.50614743	60.3	0.0	7.75	0	1	1	1	0
84	1	28.172507116666665	44.50614743	60.3	1.0	7.75	0	1	1	1	0
85	1	23.012365583333334	37.59233862	50.53333333333333	1.0	7.75	0	1	1	1	0
86	1	28.25	68.79214545	100.61666666666666	1.0	7.75	0	1	1	1	0
87	1	31.075	69.88257372	87.9	0.0	7.75	0	1	1	1	0
88	1	39.77901538333333	63.26119903	72.58333333333333	1.0	7.75	0	1	1	1	0
89	1	16.58888888833333	33.01023753	71.28333333333333	1.0	7.75	0	1	1	1	0
90	1	37.00666666666667	63.71749056	52.983333333333334	0.0	7.75	0	1	1	1	0
91	1	37.00666666666667	63.71749056	52.983333333333334	0.0	7.75	0	1	1	1	0
92	1	25.855555550000002	40.04845634	67.31666666666666	0.0	7.75	0	1	1	1	0
93	1	39.741443000000004	67.64752939	68.61666666666666	1.0	7.75	0	1	1	1	0
94	1	39.741443000000004	67.64752939	68.61666666666666	1.0	7.75	0	1	1	1	0
95	1	39.741443000000004	67.64752939	68.61666666666666	1.0	7.75	0	1	1	1	0
96	1	39.741443000000004	67.64752939	68.61666666666666	1.0	7.75	0	1	1	1	0
97	1	39.741443000000004	67.64752939	68.61666666666666	1.0	7.75	0	1	1	1	0
98	1	39.741443000000004	67.64752939	68.61666666666666	0.0	7.75	0	1	1	1	0
99	1	36.641666666666666	68.89495726	78.7	1.0	7.75	0	1	1	1	0
100	1	36.641666666666666	68.89495726	78.7	0.0	7.75	0	1	1	1	0
101	1	36.641666666666666	68.89495726	78.7	1.0	7.75	0	1	1	1	0
102	1	36.833021	68.28222352	69.76666666666667	1.0	7.75	0	1	1	1	0
103	1	36.833021	68.28222352	69.76666666666667	1.0	7.75	0	1	1	1	0
104	1	36.833021	68.28222352	69.76666666666667	0.0	7.75	0	1	1	1	0
105	1	36.833021	68.28222352	69.76666666666667	1.0	7.75	0	1	1	1	0
106	1	25.558333333333334	52.88347112	43.86666666666667	1.0	7.75	0	1	1	1	0
107	1	25.558333333333334	52.88347112	43.86666666666667	1.0	7.75	0	1	1	1	0
108	1	40.128275433333336	65.82688167	78.9	1.0	7.75	0	1	1	1	0
109	1	40.128275433333336	65.82688167	78.9	0.0	7.75	0	1	1	1	0
110	1	45.878313483333336	65.14715183	76.16666666666667	1.0	7.75	0	1	1	1	0
111	1	45.878313483333336	65.14715183	76.16666666666667	0.0	7.75	0	1	1	1	0
112	1	44.99548133333334	68.31946108	54.666666666666664	1.0	7.75	0	1	1	1	0
113	1	44.99548133333334	68.31946108	54.666666666666664	1.0	7.75	0	1	1	1	0
114	1	44.99548133333334	68.31946108	54.666666666666664	0.0	7.75	0	1	1	1	0
115	1	17.10849673333333	29.05064175	38.31666666666667	0.0	7.75	0	1	1	1	0
116	1	17.10849673333333	29.05064175	38.31666666666667	0.0	7.75	0	1	1	1	0
117	1	17.10849673333333	29.05064175	38.31666666666667	0.0	7.75	0	1	1	1	0
118	1	39.09026793333333	60.05021508	76.71666666666667	0.0	7.75	0	1	1	1	0
119	1	39.09026793333333	60.05021508	76.71666666666667	0.0	7.75	0	1	1	1	0
120	1	39.09026793333333	60.05021508	76.71666666666667	0.0	7.75	0	1	1	1	0
121	1	39.09026793333333	60.05021508	76.71666666666667	0.0	7.75	0	1	1	1	0
122	1	39.09026793333333	60.05021508	76.71666666666667	1.0	7.75	0	1	1	1	0
123	1	39.09026793333333	60.05021508	76.71666666666667	1.0	7.75	0	1	1	1	0
124	1	39.09026793333333	60.05021508	76.71666666666667	1.0	7.75	0	1	1	1	0
125	1	39.09026793333333	60.05021508	76.71666666666667	0.0	7.75	0	1	1	1	0
126	1	39.09026793333333	60.05021508	76.71666666666667	0.0	7.75	0	1	1	1	0
127	1	39.09026793333333	60.05021508	76.71666666666667	1.0	7.75	0	1	1	1	0
128	1	32.78888888333333	77.91209095	93.58333333333333	1.0	7.75	0	1	1	1	0
129	1	34.8809834	55.11776935	70.41666666666667	1.0	7.75	0	1	1	1	0
130	1	34.8809834	55.11776935	70.41666666666667	1.0	7.75	0	1	1	1	0
131	1	34.8809834	55.11776935	70.41666666666667	0.0	7.75	0	1	1	1	0
132	1	38.735185183333336	72.82606917	70.81666666666666	1.0	7.75	0	1	1	1	0
133	1	38.735185183333336	72.82606917	70.81666666666666	1.0	7.75	0	1	1	1	0
134	1	29.14728225	51.41066824	55.21666666666667	1.0	7.75	0	1	1	1	0
135	1	7.91004902	14.63331409	51.483333333333334	0.0	7.75	0	1	1	1	0
136	1	31.183333333333334	52.93533586	71.78333333333333	1.0	7.75	0	1	1	1	0
137	1	28.684558816666666	48.72482496	69.83333333333333	1.0	7.75	0	1	1	1	0
138	1	41.98255793333333	68.26557765	66.68333333333334	0.0	7.75	0	1	1	1	0
139	1	28.16401515	43.62150139	68.21666666666667	0.0	7.75	0	1	1	1	0
140	1	51.0	100.6128249	127.95	1.0	7.75	0	1	1	1	0
141	1	37.19809793333334	54.92187102	51.083333333333336	0.0	7.75	0	1	1	1	0
142	1	14.438709676666667	33.72320494	42.666666666666664	1.0	7.75	0	1	1	1	0
143	1	37.24702381666667	68.79214545	89.01666666666667	1.0	7.75	0	1	1	1	0
144	1	31.256697816666666	68.45862449	82.73333333333333	0.0	7.75	0	1	1	1	0
145	1	37.96486885	68.01877277	67.43333333333334	1.0	7.75	0	1	1	1	0
146	1	24.1979798	40.42082408	61.233333333333334	1.0	7.75	0	1	1	1	0
147	1	27.483625733333334	51.19727193	59.983333333333334	0.0	7.75	0	1	1	1	0
148	1	27.483625733333334	51.19727193	59.983333333333334	1.0	7.75	0	1	1	1	0
149	1	28.79375	51.49745749	90.65	0.0	7.75	0	1	1	1	0
150	1	28.79375	51.49745749	90.65	0.0	7.75	0	1	1	1	0
151	1	42.60542488333333	68.48165068	76.6	0.0	7.75	0	1	1	1	0
152	1	42.60542488333333	68.48165068	76.6	0.0	7.75	0	1	1	1	0
153	1	42.60542488333333	68.48165068	76.6	0.0	7.75	0	1	1	1	0
154	1	42.60542488333333	68.48165068	76.6	0.0	7.75	0	1	1	1	0
155	1	26.10185185	49.48759994	73.55	0.0	7.75	0	1	1	1	0
156	1	41.44451011666667	66.09756196	56.416666666666664	1.0	7.75	0	1	1	1	0
157	1	22.669047616666667	42.85213151	93.11666666666666	0.0	7.75	0	1	1	1	0
158	1	29.466611666666665	65.48658724	75.36666666666666	0.0	7.75	0	1	1	1	0
159	1	38.9045977	68.50849737	79.63333333333334	1.0	7.75	0	1	1	1	0
160	1	38.9045977	68.50849737	79.63333333333334	0.0	7.75	0	1	1	1	0
161	1	38.9045977	68.50849737	79.63333333333334	0.0	7.75	0	1	1	1	0
162	1	38.9045977	68.50849737	79.63333333333334	1.0	7.75	0	1	1	1	0
163	1	42.13125	72.26565513	73.55	1.0	7.75	0	1	1	1	0
164	1	30.277777783333338	71.10781857	108.03333333333333	1.0	7.75	0	1	1	1	0
165	1	34.430138883333335	68.13917718	82.11666666666666	1.0	7.75	0	1	1	1	0
166	1	53.980246916666665	64.68266276	73.9	0.0	7.75	0	1	1	1	0
167	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0
168	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0
169	1	47.87902275	66.69592392	58.083333333333336	0.0	7.75	0	1	1	1	0
170	1	47.87902275	66.69592392	58.083333333333336	0.0	7.75	0	1	1	1	0
171	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0
172	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0
173	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0
174	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0
175	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0
176	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0
177	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0
178	1	9.9796875	44.23811717	31.466666666666665	0.0	7.75	0	1	1	1	0
179	1	35.05629031666667	68.52328677	72.21666666666667	0.0	7.75	0	1	1	1	0
180	1	35.05629031666667	68.52328677	72.21666666666667	0.0	7.75	0	1	1	1	0
181	1	35.05629031666667	68.52328677	72.21666666666667	0.0	7.75	0	1	1	1	0
182	1	35.05629031666667	68.52328677	72.21666666666667	0.0	7.75	0	1	1	1	0
183	1	35.05629031666667	68.52328677	72.21666666666667	1.0	7.75	0	1	1	1	0
184	1	35.05629031666667	68.52328677	72.21666666666667	0.0	7.75	0	1	1	1	0
185	1	28.719047616666668	46.05232605	64.05	1.0	7.75	0	1	1	1	0
186	1	28.719047616666668	46.05232605	64.05	0.0	7.75	0	1	1	1	0
187	1	47.491121750000005	67.82537809	60.833333333333336	1.0	7.75	0	1	1	1	0
188	1	47.491121750000005	67.82537809	60.833333333333336	1.0	7.75	0	1	1	1	0
189	1	47.491121750000005	67.82537809	60.833333333333336	0.0	7.75	0	1	1	1	0
190	1	47.491121750000005	67.82537809	60.833333333333336	1.0	7.75	0	1	1	1	0
191	1	47.491121750000005	67.82537809	60.833333333333336	0.0	7.75	0	1	1	1	0
192	1	47.491121750000005	67.82537809	60.833333333333336	1.0	7.75	0	1	1	1	0
193	1	47.491121750000005	67.82537809	60.833333333333336	1.0	7.75	0	1	1	1	0
194	1	47.491121750000005	67.82537809	60.833333333333336	0.0	7.75	0	1	1	1	0
195	1	47.1661189	63.96542118	63.78333333333333	0.0	7.75	0	1	1	1	0
196	1	35.336666666666666	61.66907149	55.016666666666666	1.0	7.75	0	1	1	1	0
197	1	35.336666666666666	61.66907149	55.016666666666666	1.0	7.75	0	1	1	1	0
198	1	35.336666666666666	61.66907149	55.016666666666666	0.0	7.75	0	1	1	1	0
199	1	34.70865633333334	55.47388975	67.51666666666667	1.0	7.75	0	1	1	1	0
200	1	40.18786431666667	68.17891774	62.233333333333334	0.0	7.75	0	1	1	1	0
201	1	40.18786431666667	68.17891774	62.233333333333334	0.0	7.75	0	1	1	1	0
202	1	40.18786431666667	68.17891774	62.233333333333334	0.0	7.75	0	1	1	1	0
203	1	40.18786431666667	68.17891774	62.233333333333334	1.0	7.75	0	1	1	1	0
204	1	40.18786431666667	68.17891774	62.233333333333334	1.0	7.75	0	1	1	1	0
205	1	40.18786431666667	68.17891774	62.233333333333334	1.0	7.75	0	1	1	1	0
206	1	40.18786431666667	68.17891774	62.233333333333334	1.0	7.75	0	1	1	1	0
207	1	33.2	68.79214545	96.25	1.0	7.75	0	1	1	1	0
208	1	48.20560496666667	67.06555236	74.53333333333333	0.0	7.75	0	1	1	1	0
209	1	48.20560496666667	67.06555236	74.53333333333333	1.0	7.75	0	1	1	1	0
210	1	48.20560496666667	67.06555236	74.53333333333333	0.0	7.75	0	1	1	1	0
211	1	48.20560496666667	67.06555236	74.53333333333333	0.0	7.75	0	1	1	1	0
212	1	48.20560496666667	67.06555236	74.53333333333333	1.0	7.75	0	1	1	1	0
213	1	48.20560496666667	67.06555236	74.53333333333333	1.0	7.75	0	1	1	1	0
214	1	48.20560496666667	67.06555236	74.53333333333333	0.0	7.75	0	1	1	1	0
215	1	48.20560496666667	67.06555236	74.53333333333333	0.0	7.75	0	1	1	1	0
216	1	48.20560496666667	67.06555236	74.53333333333333	1.0	7.75	0	1	1	1	0
217	1	48.20560496666667	67.06555236	74.53333333333333	1.0	7.75	0	1	1	1	0
218	1	48.20560496666667	67.06555236	74.53333333333333	1.0	7.75	0	1	1	1	0
219	1	16.152380951666668	27.70877356	38.61666666666667	0.0	7.75	0	1	1	1	0
220	1	16.152380951666668	27.70877356	38.61666666666667	1.0	7.75	0	1	1	1	0
221	1	16.152380951666668	27.70877356	38.61666666666667	1.0	7.75	0	1	1	1	0
222	1	16.152380951666668	27.70877356	38.61666666666667	1.0	7.75	0	1	1	1	0
223	1	16.152380951666668	27.70877356	38.61666666666667	0.0	7.75	0	1	1	1	0
224	1	16.152380951666668	27.70877356	38.61666666666667	0.0	7.75	0	1	1	1	0
225	1	45.33499255	63.90547715	72.51666666666667	0.0	7.75	0	1	1	1	0
226	1	45.33499255	63.90547715	72.51666666666667	1.0	7.75	0	1	1	1	0
227	1	45.33499255	63.90547715	72.51666666666667	1.0	7.75	0	1	1	1	0
228	1	26.372756516666666	42.94517164	65.53333333333333	0.0	7.75	0	1	1	1	0
229	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0
230	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0
231	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0
232	1	26.372756516666666	42.94517164	65.53333333333333	0.0	7.75	0	1	1	1	0
233	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0
234	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0
235	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0
236	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0
237	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0
238	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0
239	1	45.23446906666667	68.21929938	75.11666666666666	1.0	7.75	0	1	1	1	0
240	1	45.23446906666667	68.21929938	75.11666666666666	0.0	7.75	0	1	1	1	0
241	1	40.96838366666667	66.60847718	53.68333333333333	1.0	7.75	0	1	1	1	0
242	1	40.96838366666667	66.60847718	53.68333333333333	0.0	7.75	0	1	1	1	0
243	1	40.96838366666667	66.60847718	53.68333333333333	0.0	7.75	0	1	1	1	0
244	1	40.96838366666667	66.60847718	53.68333333333333	1.0	7.75	0	1	1	1	0
245	1	40.96838366666667	66.60847718	53.68333333333333	1.0	7.75	0	1	1	1	0
246	1	40.96838366666667	66.60847718	53.68333333333333	1.0	7.75	0	1	1	1	0
247	1	40.96838366666667	66.60847718	53.68333333333333	0.0	7.75	0	1	1	1	0
248	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0
249	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0
250	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0
251	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0
252	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0
253	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0
254	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0
255	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0
256	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0
257	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0
258	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0
259	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0
260	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0
261	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0
262	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0
263	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0
264	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0
265	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0
266	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0
267	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0
268	1	43.825363483333334	63.99179805	65.73333333333333	0.0	7.75	0	1	1	1	0
269	1	43.825363483333334	63.99179805	65.73333333333333	0.0	7.75	0	1	1	1	0
270	1	43.825363483333334	63.99179805	65.73333333333333	0.0	7.75	0	1	1	1	0
271	1	43.825363483333334	63.99179805	65.73333333333333	1.0	7.75	0	1	1	1	0
272	1	43.825363483333334	63.99179805	65.73333333333333	1.0	7.75	0	1	1	1	0
273	1	49.08432460000001	64.82919017	71.11666666666666	1.0	7.75	0	1	1	1	0
274	1	49.08432460000001	64.82919017	71.11666666666666	0.0	7.75	0	1	1	1	0
275	1	49.08432460000001	64.82919017	71.11666666666666	1.0	7.75	0	1	1	1	0
276	1	11.388888888333332	37.18657779	35.15	1.0	7.75	0	1	1	1	0
277	1	24.584366583333335	48.90327895	58.766666666666666	1.0	7.75	0	1	1	1	0
278	1	24.584366583333335	48.90327895	58.766666666666666	0.0	7.75	0	1	1	1	0
279	1	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	0
280	1	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	0
281	1	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	0
282	1	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	0
283	1	37.60855563333333	60.25857119	55.13333333333333	1.0	7.75	0	1	1	1	0
284	1	37.60855563333333	60.25857119	55.13333333333333	1.0	7.75	0	1	1	1	0
285	1	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	0
286	1	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	0
287	1	37.60855563333333	60.25857119	55.13333333333333	1.0	7.75	0	1	1	1	0
288	1	42.803859966666664	66.83415588	70.38333333333334	1.0	7.75	0	1	1	1	0
289	1	42.803859966666664	66.83415588	70.38333333333334	1.0	7.75	0	1	1	1	0
290	1	42.803859966666664	66.83415588	70.38333333333334	0.0	7.75	0	1	1	1	0
291	1	42.803859966666664	66.83415588	70.38333333333334	1.0	7.75	0	1	1	1	0
292	1	42.803859966666664	66.83415588	70.38333333333334	0.0	7.75	0	1	1	1	0
293	1	42.803859966666664	66.83415588	70.38333333333334	1.0	7.75	0	1	1	1	0
294	1	42.803859966666664	66.83415588	70.38333333333334	1.0	7.75	0	1	1	1	0
295	1	42.803859966666664	66.83415588	70.38333333333334	0.0	7.75	0	1	1	1	0
296	1	42.803859966666664	66.83415588	70.38333333333334	0.0	7.75	0	1	1	1	0
297	1	25.599282300000002	48.3684003	73.21666666666667	1.0	7.75	0	1	1	1	0
298	1	25.599282300000002	48.3684003	73.21666666666667	1.0	7.75	0	1	1	1	0
299	1	25.599282300000002	48.3684003	73.21666666666667	1.0	7.75	0	1	1	1	0
300	1	29.508333333333333	65.62197309	92.75	1.0	7.75	0	1	1	1	0
301	1	38.30416666666667	77.86252603	101.33333333333333	1.0	7.75	0	1	1	1	0
302	1	33.837861966666665	68.44091579	73.08333333333333	1.0	7.75	0	1	1	1	0
303	1	33.837861966666665	68.44091579	73.08333333333333	0.0	7.75	0	1	1	1	0
304	1	33.837861966666665	68.44091579	73.08333333333333	0.0	7.75	0	1	1	1	0
305	1	33.837861966666665	68.44091579	73.08333333333333	1.0	7.75	0	1	1	1	0
306	1	33.837861966666665	68.44091579	73.08333333333333	1.0	7.75	0	1	1	1	0
307	1	33.837861966666665	68.44091579	73.08333333333333	1.0	7.75	0	1	1	1	0
308	1	33.837861966666665	68.44091579	73.08333333333333	1.0	7.75	0	1	1	1	0
309	1	33.837861966666665	68.44091579	73.08333333333333	0.0	7.75	0	1	1	1	0
310	1	33.837861966666665	68.44091579	73.08333333333333	0.0	7.75	0	1	1	1	0
311	1	33.837861966666665	68.44091579	73.08333333333333	0.0	7.75	0	1	1	1	0
312	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0
313	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0
314	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0
315	1	46.912685016666664	68.04205471	65.05	0.0	7.75	0	1	1	1	0
316	1	46.912685016666664	68.04205471	65.05	0.0	7.75	0	1	1	1	0
317	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0
318	1	46.912685016666664	68.04205471	65.05	0.0	7.75	0	1	1	1	0
319	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0
320	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0
321	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0
